Company,URL,Company Twitter,Contact Page,Email,CEO Name,CEO Twitter,CEO Email
OpenBazaar,openbazaar.org,https://twitter.com/openbazaar,,project@openbazaar.org,Brian Hoffman,https://twitter.com/brianchoffman,brian@openbazaar.org
openchain,openchain.org,https://twitter.com/openchainorg,https://www.openchain.org/#contact-us,,,,
Opendime,opendime.com,https://twitter.com/opendime,,support@opendime.com,,,
OpenLedger,openledger.info,https://twitter.com/openledgerdc,,support@openledger.info,Ronny Boesing,,ronny@openledger.info
OR Blockchain Investments,orblockchaininvest.com,http://www.twitter.com/orblockchain,,info@orblockchaininvest.com,,,
Oracalize,oraclize.it,https://twitter.com/oraclizeit,,info@oraclize.it,Thomas Bertani,https://twitter.com/thomasbertani,thomas@oraclize.it
Orb,imagine-orb.com,https://twitter.com/imagineorb,https://imagine-orb.com/home/contact/,,Kenji Saito,,kenji@imagine-orb.com
OriginalMy,originalmy.com,https://twitter.com/originalmycom,,contato@originalmy.com,Edilson Osorio Jr.,https://twitter.com/eddieoz,osoriojr@originalmy.com
OriginTrail,origintrail.io,https://twitter.com/origin_trail,,office@origin-trail.com,Tomaž Levak,https://twitter.com/tomazlevak,
orio,orio.io,https://twitter.com/orioinc,,contact@orio.io,,,
Outlier Ventures,outlierventures.io,https://twitter.com/oviohq,,jb@outlierventures.io,Jamie Burke,https://twitter.com/jamie247,jb@outlierventures.io
P2pay,p2pay.io,https://twitter.com/p2pay_official/,,customerservice@p2pay.io,Muhammad Wajahat Ali,https://twitter.com/wajialirko,
PACcoin,paccoin.net,https://twitter.com/paccoinofficial,https://paccoin.net/contact-us/,,,,
Panivu,panivu.com,https://twitter.com/go_panivu,https://www.panivu.com/contact,agency@panivu.com ,Bobby Gilbert,,bobby@panivu.com
Pantera Capital,panteracapital.com,https://twitter.com/panteracapital,,IR@panteracapital.com,Dan Morehead,https://twitter.com/dan_pantera,dan@panteracapital.com
Papaia,papaia.co,https://www.twitter.com/papaiaco,,info@papaia.co,,,
Pari Ventures,pariventures.co,https://twitter.com/jaymiclogo,,Info@pariventures.co,Jay Desantis,https://twitter.com/jaymiclogo,jay@pariventures.co
Parity,parity.io,,,info@parity.io,,,
Particl,particl.io,https://twitter.com/particlproject,,hello@particl.io,Ryno Mathee,https://twitter.com/rynomster,ryno@particl.io
"Paxful, Inc",paxful.com,https://twitter.com/paxful,,help@paxful.com,Ray Youssef,https://twitter.com/rayyoussef108,ray@paxful.com
PayBis,paybis.com,https://twitter.com/paybis_com,,support@paybis.com,Konstantins Vasilenko,,
PayCardPros,paycardpros.com,https://twitter.com/paycardpros,http://www.paycardpros.com/contact.html,,Len Pitzalis,https://twitter.com/leninsd,lpitzalis@paycardpros.com
Paycase,paycase.com,https://twitter.com/paycaseapp,http://www.paycase.com/contact/,,Joseph Weinberg,https://twitter.com/josephweinberg,joseph@paycase.com
Paycoinly,paycoinly.com,https://twitter.com/paycoinly,https://paycoinly.com/contact-us,support@paycoinly.com,,,
Paydici,paydici.com,https://twitter.com/paydici,https://www.paydici.com/about/contact,info@paydici.com,Eli Alford-Jones,https://twitter.com/elialfordj,
PaymentsSource,paymentssource.com,https://twitter.com/payments_source,,info@paymentssource.com,,,
PAYMIUM,paymium.com,https://twitter.com/paymium,,contact@paymium.com,Pierre Noizat,https://twitter.com/pierrenoizat,pierre.noizat@paymium.com
Paymon,paymon.org,https://twitter.com/paymon_official,,press@paymon.ru,Semyon Gleim,,
PayNet Systems,paynet.pro,https://twitter.com/paynetpro,,info@paynet.pro,Tushar Belwal,https://twitter.com/tbelwal,tushar@paynet.pro
PayPie,paypie.com,https://twitter.com/paypieplatform,https://www.paypie.com/contact,,Nick Chandi,https://twitter.com/nick_chandi,
PayTrading,paytrading.org,,https://paytrading.org/contact,info@PayTrading.com,,,
Pecunio,https://pecun.io,,https://pecun.io/#/home#contact,,Reinhard Berger,,reinhard.berger@pecun.io
PeerCover,peercover.co.nz,https://twitter.com/peercovernz,,enquiries@peercover.co.nz,Chris Logan,,chris.logan@peercover.co.nz
peerguess,peerguess.com,https://twitter.com/peerguess,,info@REMOVEpeerguess.com,Levent Kurt,,levent@peerguess.com
PeerName,peername.com,https://twitter.com/peernamecom,,office@peername.com,,,
PeerNova,peernova.com,http://twitter.com/peernovainc,,hello@peernova.com,Gangesh Ganesan,https://twitter.com/gangeshganesan,gangesh@peernova.com
Peerspoint S.A.,peerspoint.com,https://twitter.com/peerspoint_com,,gamechanger@peerspoint.com,Laurent Manca,https://twitter.com/laurentmanca,laurent@peerspoint.com
PeerTracks,peertracks.com,https://twitter.com/peertracks,,info@peertracks.com,Eddie Corral,,ecorral@peertracks.com
PeopleHedge Corp,peoplehedge.com,https://twitter.com/peoplehedge,http://peoplehedge.com/contact-us/,,Damon Magnuski,,
PEY,pey.de,https://twitter.com/pey,,info@pey.de,Ricardo Rivero,,ric@pey.de
PHONEMETRA,phonemetra.com,https://twitter.com/phonemetra,,support@phonemetra.com,Amerigo Clerici,https://twitter.com/arcosfernandez,
PicoStocks,picostocks.com,,,contact@picostocks.com,,,
Pillar Project,pillarproject.io,https://twitter.com/pillarwallet,,talk@pillarproject.io,Tomer Sofinzon,https://twitter.com/tomer_sofinzon,tomer@pillarproject.io
PIVX,pivx.org,https://twitter.com/_pivx,,media@pivx.org,Eric Stanek,https://twitter.com/eric_stanek,
Pixabits,pixabits.co,https://twitter.com/pixabits1,http://pixabits.co/about/,,Ardy,,
Plain Theory,plaintheory.com,https://twitter.com/plaintheory,http://www.plaintheory.com/contact.html,,James Dueck,http://twitter.com/jamesdueck,james@plaintheory.com
Play Starburst Slots,playstarburstslots.com,,https://www.playstarburstslots.com/contact/,,Emilia Robinson,,
Playtagon,playtagon.com,https://twitter.com/playtagon,,,Pavel Agoshkov,https://twitter.com/agoshkovgosha,pavel@playtagon.com
Plebiscite,plebiscite.in,https://twitter.com/plebiscite_it,,first.last@example.com,Yateesh Bhardwaj,https://twitter.com/yateeshbdwj,
Plug and Play Bitcoin,http://plugandplayaccelerator.com/,https://twitter.com/plugandplaytc,,roja@plugandplaytechcenter.com,Saeed Amidi,https://twitter.com/saeedamidi,saeed@plugandplaytechcenter.com
Plutus.it,plutus.it,https://twitter.com/plutusit,,support@plutus.it,Danial Daychopan,https://twitter.com/ddhopn,danial@plutus.it
Po.et,po.et,https://twitter.com/_poetproject,,contact@po.et,Lautaro Dragan,https://twitter.com/lautaro_d,
Pockebit,pockebit.com,,,hello@pockebit.com,,,
PocketBits,pocketbits.in,http://www.twitter.com/pocketbitsindia,,support@pocketbits.in,Rohit Kanitkar,https://twitter.com/rohitkanitkar,
Point Nine Capital,pointninecap.com,http://twitter.com/pointninecap,,info@pointninecap.com,Pawel Chudzinski,https://twitter.com/pawell,pawel@pointninecap.com
Polychain Capital,polychain.capital,https://twitter.com/polychaincap,,info@polychain.capital,,,
Polycoin,polycoin.io,https://twitter.com/polycoin_tech,,support@polycoin.io,,,
PopChest,popchest.com,https://twitter.com/pop_chest,,hello@popchest.com,Valerian Bennett,https://twitter.com/valerian253,valerian@popchest.com
Popular Coin,popularcoin.com,https://twitter.com/popularcoin,,friends@popularcoin.com,,,
Populous Platform,populous.co,https://twitter.com/bitpopulous,https://populous.co/contact.php,info@populous.co,Stephen Williams,,
POSaBIT,posabit.com,https://twitter.com/posabit,http://www.posabit.com/contact,hello@posabit.com,,,
PotCoin,potcoin.com,http://twitter.com/potcoin,https://www.potcoin.com/contact,,Russ Thomas,,russ.t@potcoin.com
Power Ledger,powerledger.io,https://twitter.com/powerledger_io,,support@powerledger.io,Jemma Green,https://twitter.com/msjemmagreen,jmg@powerledger.io
Prasos,bittiraha.fi,https://twitter.com/bittirahafi,,info@bittiraha.fi,,,
Prasos Oy,prasos.fi,https://twitter.com/prasosltd,,info@prasos.fi,Henry Brade,https://twitter.com/technom4ge,hbrade@prasos.fi
Predictious,predictious.com,https://twitter.com/predictious,https://predictious.desk.com/customer/portal/emails/new,,,,
Preloaded Wallets,preloadedwallets.com,https://twitter.com/preloadedwallet,,justin@preloadedwallets.com,Justin Farber,https://twitter.com/twfarber,justin@preloadedwallets.com
Private Key Capital,gust.com,http://www.twitter.com/gustly,https://gust.com/contact,info@gust.com,David S. Rose,https://twitter.com/davidsrose,david@gust.com
Project X Open Source,pxos.org,https://twitter.com/pxosfoundation,,hi@project-x-opensource.com,Jing Ling,,
Propel Venture Partners,propel.vc,https://twitter.com/propelvc,,hello@propel.vc,Amman Bhasin,https://twitter.com/ammanbhasin,amman@propel.vc
PROPS by YouNow,propsproject.com,https://www.twitter.com/propsproject,,support@propsproject.com,Adi Sideman,,
Provenance,provenance.org,https://twitter.com/provenancehq,,hello@provenance.org,Jessi Baker,,
PRPS.IO,prps.io,,,prpsio@protonmail.com,,,
PubNub,pubnub.com,https://twitter.com/pubnub,https://www.pubnub.com/company/contact-us/,support@pubnub.com,Stephen Blum,https://twitter.com/stephenlb,stephen@pubnub.com
Pulsar Trading Capital,pulsartradingcap.com,,,enquiries@pulsartradingcap.com,,,
Pumpalert,pumpalert.io,https://twitter.com/pumpalertio,,,,,
PYMNTS,pymnts.com,https://twitter.com/pymnts,,info@PYMNTS.com,Karen Webster,https://twitter.com/karenmpd,karen.webster@pymnts.com
Pyx Payments Corporation Ltd.,pyxpayments.com,https://twitter.com/pyxpay,http://pyxpayments.com/contact-us/,info@pyxpayments.com,Maner Puyawan,https://twitter.com/manerpuyawan,maner@pyxpayments.com
QBRICS,qbrics.com,https://twitter.com/qbricsinc,,info@qbrics.com,Rakesh Ramachandran,https://twitter.com/rakeshqbrics,rakesh@qbrics.com
Qcan,qcan.com,https://twitter.com/qcanapp,,support@qcan.com,,,
Qiwi plc,qiwi.com,https://twitter.com/qiwirussia,,info@qiwi.com,,,
QoinPro,qoinpro.com,https://twitter.com/qoinpro,,support@qoinpro.com,Wouter van der Schagt ,https://twitter.com/woutersteven,w.vdschagt@qoinpro.com
Qopnet,Qopnet.id,https://twitter.com/qopnet,,Sales@qopnet.id,Calvin Wong,,calvin@plater.id
QtumOfficial,qtum.org,https://twitter.com/qtumofficial,,,Patrick Dai,,patrick@qtum.org
Quadarch,quadarch.com,https://twitter.com/quadarchfund,,,Nav Chatterji,https://twitter.com/navchatterji,
Quadriga Fintech Solutions,quadrigacx.com,https://twitter.com/quadrigacoinex,,support@quadrigacx.com ,Gerald Cotten,,
Quantave,quantave.com,https://twitter.com/quantave,,hello@quantave.com,Paul Gordon,,paul@quantave.com
Quantoz,quantoz.com,https://twitter.com/quantoz,https://quantoz.com/contact/,contact@quantoz.com,Nicholas Eastham,,
Quantstamp,quantstamp.com,https://twitter.com/quantstamp,https://docs.google.com/forms/d/e/1FAIpQLScGoZq3acsrAOP_7Ex_mgOi174_QoMYR04HqvNM79hNIgSWIQ/viewform,,Richard Ma,,richard@quantstamp.com
QUASA,quasa.io,https://twitter.com/quasagroup,http://www.quasa.io/support,,Viacheslav Vasipenok,,
QUOINE Singapore,liquid.plus,https://twitter.com/quoine_sg,,support@quoine.com,Mike Kayamori,https://twitter.com/genki55mike,
R3,r3.com,https://twitter.com/inside_r3,https://www.r3.com/contact/,,Jessica Davies,,jessica@r3.com
Radar Relay,radarrelay.com,https://twitter.com/radarrelay,,jobs@radarrelay.com,Joe,,joe@radarrelay.com
RaiBlocks,raiblocks.net,https://twitter.com/raiblocks,,info@raiblocks.net,,,
RChain Cooperative,rchain.coop,https://twitter.com/rchain_coop,,info@rchain.coop,,,
RChain Holdings,rchain.io,https://twitter.com/rchain_coop,,bizdev@rchain.io,Lawrence Lerner,https://twitter.com/revinnovator,
Rebit.ph,rebit.ph,http://twitter.com/rebitph,https://rebit.ph/contact,admin@rebit.ph,,,
Red Bottle Design,redbottledesign.com,https://twitter.com/redbottledesign,,support@redbottledesign.com,Guy Paddock,https://twitter.com/guypaddock,guy.paddock@redbottledesign.com
Reddcoin,reddcoin.com,https://twitter.com/reddcoin,,support@reddcoin.com,Jonathan Patenaude,https://twitter.com/jonathpatenaude,jonathan@reddcoin.com
REMME,remme.io,https://twitter.com/remme_io,https://remme.io/contact-us,,Alex Momot,https://twitter.com/mamontkiev,am@remme.io
Remy,remy.co,https://twitter.com/remycohealth,http://www.remy.co/contact.html,hello@remy.co,Kayla Sanders,https://twitter.com/kmaree_sanders,kayla@remy.co
REPH Recruiting,rephrecruiting.com/,https://twitter.com/rephrecruiting,,info@Reph.us,Scott Reph,https://twitter.com/scottreph,
Request Network,request.network,https://twitter.com/requestnetwork,https://request.network/#/contact,,Christophe Lassuyt,https://twitter.com/lassuytchristop,
Reveal,reveal.me,,,support@reveal.me,Josh Beal,,josh@reveal.me
Revelry,revelry.co,https://twitter.com/revelrylabs,https://revelry.co/contact/,hello@revelry.co,Gerard Ramos,https://twitter.com/gerardramos,gerard@revelry.co
Rewards.com,rewardstoken.io,,https://rewardstoken.io/#contact,Support@rewards.com,Todd Rowan,,
Rexpax,rexpax.com,https://twitter.com/rexpaxcom,,info@rexpax.com,Mikhail Siaredzich,https://twitter.com/miksiaredzich,
Rialto.ai,rialto.ai,https://twitter.com/rialtoai,,,Vito Martin Hrzenjak,,vito@rialto.ai
RimBit,rimbit.com,https://twitter.com/getrimbit,,admin@rimbit.com,,,
Ripio,ripio.com,,,support@ripio.com,,,
Ripple,ripple.com,https://twitter.com/ripple,https://ripple.com/contact/,support@ripple.com,Brad Garlinghouse,https://twitter.com/bgarlinghouse,brad@ripple.com
Risepic,risepic.com,https://twitter.com/risepicofficial,,Info@risepic.com,Alessandro M. Lagana Toschi,,
RiskBazaar,riskbazaar.org,https://twitter.com/riskbazaar,,,Michael Folkson,https://twitter.com/michaelfolkson,michael@riskbazaar.org
Rivetz,rivetz.com,https://twitter.com/rivetzcorp,,info@rivetz.com,Steven Sprague,https://twitter.com/skswave,steven@rivetz.com
Rocketr,rocketr.net,https://twitter.com/rocketrnet,https://rocketr.net/contact,support@rocketrnet,,,
Roly Technologies,rolymobile.com,https://twitter.com/rolymobile,http://rolymobile.com/#contact,,Michael CH Lai,,michael@rolymobile.com
Rplanx Technology,rplanx.com,https://twitter.com/rplanx_tech,http://rplanx.com/contact_us,ranit.saha@rplanx.com,Ranit Saha,https://twitter.com/ranitsaha12,ranit.saha@rplanx.com
RSK Labs,rsk.co,https://twitter.com/rsksmart,https://www.rsk.co/#contact,,Adrián Garelik,https://twitter.com/adriangarelik,
RTBTC,rtbtc.com,https://twitter.com/zeroblock,,feedback@rtbtc.com,,,
RURALTY® International,ruralty.com,https://twitter.com/ruralty_com,,kalin@ruralty.com,Kalin,,kalin@ruralty.com
Sabor,saborpos.com,http://www.twitter.com/saborpos,http://www.saborpos.com/support/,,Calvin Smith,,
SafeChain,safechain.io,https://twitter.com/safechain_io,,info@safechain.io,Tony Franco,,tony@safechain.io
Safello,safello.com,https://twitter.com/safelloab,https://safello.com/about#contact,,Frank Schuil,https://twitter.com/frankschuil,
Saldo.mx,saldo.mx,https://twitter.com/saldomx,,hola@saldo.mx,,,
Salpas,salpas.co,https://twitter.com/mysalpas,http://www.salpas.co/contact.html,,,,
SALT,saltlending.com,http://twitter.com/saltlending,https://www.saltlending.com/contact,,Shawn Owen,https://twitter.com/shawnowensalt,
Satang,satang.com,,,support@satang.co,Poramin Insom,https://twitter.com/insomporamin,poramin@satang.com
Satochi,satochiapp.com,https://twitter.com/satochiapp,,info@satochi.io,Lasse Kalkar,https://twitter.com/kalkarlasse,
Satoshi Citadel Industries,sci.ph,https://www.twitter.com/satoshi_citadel,,hello@sci.ph,,,
Satoshi Portal,satoshiportal.com,https://twitter.com/bitcoin_embassy,,francis@satoshiportal.com,Francis Pouliot,https://twitter.com/francispouliot_,
Satoshi Square,satoshisquare.org.il,https://twitter.com/satoshitlv,,info@satoshisquare.org.il,,,
Satoshi Tango,satoshitango.com,https://twitter.com/satoshitango,https://satoshitango.com/contactus,support@satoshitango.com,Mariano Craiem,,mariano@satoshitango.com
SatoshiBay,satoshibay.com,https://twitter.com/satoshibay,http://satoshibay.com/de/kontakt/,,,,
SatoshiDICE,satoshidice.com,https://twitter.com/satoshidice,,support@satoshidice.com,,,
SatoshiPay,satoshipay.io,http://twitter.com/satoshipay,,hello@satoshipay.io,Meinhard Benn,https://twitter.com/meinharrd,meinhard@satoshipay.io
Savvy Cooperative,savvy.coop,https://twitter.com/savvy_coop,,hello@savvy.coop  ,Jen Horonjeff,https://twitter.com/jhoronjeff,jen@savvy.coop
SBM Progressive,sbmprogressive.com,,,support@sbmprogressive.com,Abraham Garen,,
SCORECHAIN,scorechain.com,https://twitter.com/scorechain,https://www.scorechain.com/contact,,Pierre Gérard,https://twitter.com/pierreneo,pierre.gerard@scorechain.com
Scorum,scorumcoins.com,https://twitter.com/scorum_en,,info@scorumcoins.com,Vladislav Artemyev,https://twitter.com/artemyevv,
Scriba,scriba.io,https://twitter.com/_websioux,,yo@scriba.io,,,
SecuraCoin,securacoin.com/,https://twitter.com/securacoin,http://securacoin.com/contact-us/,info@securacoin.com,Sina Ghashghaei,https://twitter.com/sghashghaei,
Secure Asset Exchange,secureae.com,https://twitter.com/secureae,https://www.secureae.com/#contact-us,info@secureae.com,Sergey Nazarov,https://twitter.com/sergeynazarov,sergey@secureae.com
See The Difference,seethedifference.org,,,feedback@seethedifference.org,,,
Sell Bit Buy,sellbitbuy.net,https://twitter.com/sellbitbuy,https://sellbitbuy.net/#contact,salesosiz@hotmail.com,,,
Sellwithbtc,sellwithbtc.com,https://twitter.com/sellwithbtc,http://www.sellwithbtc.com/contact.html,,,,
Sensay,sensay.it,https://twitter.com/sensay,,,Ariel Jalali,https://twitter.com/arieljalali,ariel@sensay.it
Servntire Global,servntire.com,https://twitter.com/servntire,https://servntire.com/get-in-touch/,,,,
SETL.io,setl.io,https://twitter.com/setl_io,,sybille.mueller@streetsconsulting.com,Peter Randall,https://twitter.com/peter_c_randall,
SFOX,sfox.com,https://twitter.com/sfoxtrading,,support@sfox.com,George Melika,https://twitter.com/gmelika,george@sfox.com
Shakepay,shakepay.co,https://twitter.com/shakepay,,contact@shakepay.co,Jean Amiouny,https://twitter.com/aiouy,jean@shakepay.co
ShapeShift.io,shapeshift.io,https://twitter.com/shapeshift_io,https://shapeshift.zendesk.com/hc/en-us/requests/new,,Erik Voorhees,https://twitter.com/erikvoorhees,erik@shapeshift.io
Shift,shiftnrg.org,https://twitter.com/shiftnrg,,connect@shiftnrg.org,Ralf S.,,
Shilling,digitalshilling.org,,,admin@digitalshilling.org,,,
Shinrai,shinrai.co,,http://www.shinrai.co/new-page/,,Barnabas Debreczeni,https://twitter.com/keo,
ShoCard,shocard.com,https://twitter.com/getshocard,https://shocard.com/contact/,info@shocard.com,Armin Ebrahimi,https://twitter.com/arminebrahimi,armin@shocard.com
Shopin,tokensale.shopin.com,https://twitter.com/shopinapp,,,Eran Eyal,https://twitter.com/eraneyal,
Sia Tech,sia.tech,https://twitter.com/siatechhq,,,David Vorick,https://twitter.com/davidvorick,david@sia.tech
Sigimera,sigimera.com,https://www.twitter.com/sigimera,http://www.sigimera.com/contact,office@sigimera.com,Alex Oberhauser,https://twitter.com/obale,alex.oberhauser@sigimera.com
Signatur,signatur.co,http://www.twitter.com/signaturco,,hello@signatur.co,,,
Signatura,signatura.co,https://twitter.com/signaturaco,,info@signatura.co,Gonzalo Blousson,https://twitter.com/gonblousson,
SimplexCC,simplex.com,https://twitter.com/simplexcc,https://www.simplex.com/contact-us/,,Nimrod Lehavi,https://twitter.com/nimrodlehavi,nimrod@simplex.com
singulardtv,singulardtv.com,https://twitter.com/singulardtv,,contact@singulardtv.com,Zach Lebeau,,zach@singulardtv.com
SIRIN LABS,sirinlabs.com,https://twitter.com/sirinlabs,,crowdsale@sirinlabs.com,Moshe Hogeg,https://twitter.com/moshehogeg,moshe@sirinlabs.com
Skeincoin,skeincoin.co,https://twitter.com/skeincoin,https://skeincoin.co/contact/,,Andrei Kisarin,https://twitter.com/andreikisarin,
Skiral,skiral.com,https://twitter.com/gilplatform,,mahdi@gilgameshplatform.com,Mahdi Pedram,,
Skuchain,skuchain.com,https://twitter.com/skuchain,,info@skuchain.com,Zaki Manian,https://twitter.com/zmanian,zaki@skuchain.com
Skycoin,skycoin.net,https://twitter.com/skycoinproject,,contact@skycoin.net,Michael Terpin,https://twitter.com/michaelterpin,
Slock.it,slock.it,https://twitter.com/slockitproject,,info@slock.it,Christoph Jentzsch,https://twitter.com/chrjentzsch,
Slow Ventures,slow.co,https://twitter.com/slow,,kevin@slow.co ,Dave Morin,,dave@slow.co
Smart Bitcoin Investments,smartbitcoininvestments.com,https://twitter.com/401kbitcoin,https://www.smartbitcoininvestments.com/contact/,,Naval Ravikant,https://twitter.com/navalravikant,
Smart Card News,smartcard.co.uk,https://twitter.com/smartcardnews,,info@smartcard.co.uk,,,
SmartCash,smartcash.cc,http://twitter.com/scashofficial,,alexander@smartcash.cc,,,
SmartContract,smartcontract.com,https://twitter.com/smart_contract,,custom@smartcontract.com,Sergey Nazarov,https://twitter.com/sergeynazarov,sergey@smartcontract.com
SmiChrisSoft,smichrissoft.com,https://twitter.com/smichrissoft,,info@smichrisgroup.com,,,
Smoogs.io,smoogs.io,https://twitter.com/smoogs_io,,hello@smoogs.io,Neha Murarka,https://twitter.com/neha_m25,neha@smoogs.io
SoEscrow.com,soescrow.com,https://twitter.com/soescrow,,cs@soescrow.com,,,
SoftSwiss,softswiss.com,https://twitter.com/softswiss,https://www.softswiss.com/contact-us/,order@softswiss.com,Anton Lischuk,https://twitter.com/antonexto,
Solaset,solaset.com,https://www.twitter.com/solaset,,hello@solaset.com,,,
Solidi,solidi.co,https://twitter.com/solidifx,,support@solidi.co,Jamie McNaught,https://twitter.com/jdmcnaught,jamie@solidi.co
SolidX Partners Inc.,sldx.com,,,info@sldx.com,Daniel Gallancy,https://twitter.com/gallancy,daniel@sldx.com
Sollico Software,sollico.com,https://twitter.com/sollico,,info@sollico.com,,,
SONM,sonm.com,https://twitter.com/sonmdevelopment,https://sonm.com/contacts/,info@sonm.io,Sergey Ponomarev,https://twitter.com/sonmbekket,
SophiaTX,sophiatx.com,https://twitter.com/sophia_tx_,,info@sophiatx.com,Jaroslav Kacina,,
Space Cooperative,space.coop,http://twitter.com/spacecoopinc,,curious@space.coop,Brayden Devito,https://twitter.com/braydendevito,brayden@space.coop
SpaceBIT,spacebit.com,https://twitter.com/bit_space,,info@spacebit.com,Samuel Reid,,
Spectro Coin,spectrocoin.com,https://twitter.com/spectrocoin,https://spectrocoin.com/en/contact.html,helpdesk@spectrocoin.com,Vytautas Karalevicius,,vytautas@spectrocoin.com
Spelunk.in,spelunk.in,,,spelunkin.btc@gmail.com,,,
spendbitcoins,spendbitcoins.com,,,support@spendbitcoins.com,Gary Kremen,https://twitter.com/gkremen,
spl.yt,spl.yt,https://twitter.com/splytcore,,hello@spl.yt,Cyrus Taghehchian,https://twitter.com/cyrusinc,
Spread,spread.capital,https://twitter.com/spreadcapital,,hello@spread.capital,,,
SpringRole,springrole.com,https://twitter.com/springroleinc/,,info@springrole.com,Kartik Mandaville,https://twitter.com/kar2905,
SquadX,squadx.io,https://twitter.com/squadx_io,,,,,
Stampd,stampd.io,http://twitter.com/stampdio,https://stampd.io/contact/,,Tommy Ong,,
Stampery,stampery.com,https://twitter.com/stamperyco,,info@stampery.com,Daniele Levi,,daniele@stampery.com
Stanford Bitcoin Group,bitcoin.stanford.edu,,,info@stanford.edu,Balaji S. Srinivasan,https://twitter.com/balajis,
Status,status.im,https://twitter.com/ethstatus,,support@status.im,Carl Bennetts,https://twitter.com/carlbennetts,carl@status.im
Stay N Alive,staynalive.com,https://twitter.com/staynalive,https://staynalive.com/contact,info@staynalive.com,Jesse Stay,http://twitter.com/jesse,jesse@staynalive.com
Steemit,steemit.com,https://twitter.com/steemit,,contact@steemit.com,,,
Stellar,stellar.org,https://twitter.com/stellarorg,https://www.stellar.org/contact/,,Jed McCaleb,https://twitter.com/jedmccaleb,jed@stellar.org
Stem,stem.is,https://twitter.com/stem,,support@stem.is,Milana Rabkin Lewis,https://twitter.com/milana,milana@stem.is
Steppe,steppe.in,,http://www.steppe.in/contact.html,,,,
StopTheFakes,stopthefakes.io,https://twitter.com/stopthefakes_io,,info@stopthefakes.io,Mikhail Krzhanovsky,,m.krzhanovsky@stopthefakes.io
Storj,storj.io,https://twitter.com/storjproject,,hello@storj.io,Shawn Wilkinson,https://twitter.com/super3,shawn@storj.io
Storj Labs,storj.io,https://twitter.com/storjproject,https://storj.io/contact.html,,Shawn Wilkinson,https://twitter.com/super3,shawn@storj.io
StormX,stormtoken.com,https://twitter.com/storm_token,,info@stormtoken.com,Bill Shihara,https://twitter.com/kookoopuffs,
STOX,stox.com,https://twitter.com/stx_coin,,customer_service@stox.com,Leonid Beder,https://twitter.com/leonidbeder,
Strategic Coin,strategiccoin.com,https://twitter.com/strategiccoin,,info@strategiccoin.com,Norman Rothstein,,
Stratisplatform,stratisplatform.com,https://twitter.com/stratisplatform,https://stratisplatform.com/contact-us/,info@stratisplatform.com,Chris Trew,,chris.trew@stratisplatform.com
Stratumn,stratumn.com,https://twitter.com/stratumnhq,https://stratumn.com/business-enquiries/,,Richard Caetano,https://twitter.com/arsydotorg,richard@stratumn.com
Strawpay,strawpay.com,https://twitter.com/strawpay,,info@strawpay.com,Martin Zachrison,https://twitter.com/cyberzac,martin@strawpay.com
Streami,streami.co,,https://streami.co/contact_support.html,,Dajeong Kim,,
Streamium,streamium.io,https://twitter.com/streamium_io,,hello@streamium.io,,,
String,string.technology,https://twitter.com/string_lab,,hello@string.technology,Dominic Williams,https://twitter.com/dominic_w,dominic@string.technology
Stripe Bitcoin,stripe.com,https://twitter.com/stripe,,info@stripe.com,John Collison,https://twitter.com/collision,john@stripe.com
StrongCoin.com,strongcoin.com,https://twitter.com/strongcoin,https://strongcoin.com/contact,,,,
Substratum,substratum.net,https://twitter.com/substratumnet,https://substratum.net/contact-us/,,Justin Tabb,https://twitter.com/overridepro,justin@substratum.net
SudoPay,sudopay.com,https://twitter.com/sudoverse,https://sudoapp.com/contact/,support@sudoapp.com,Steve Shillingford,https://twitter.com/steve_sudo,
Sumo Reader,sumoreader.com,,,info@sumoreader.com,,,
Superbloom,superbloom.com,https://twitter.com/superbloomhq,,team@superbloom.com,Emmie Chang,https://twitter.com/emmie,emmie@superbloom.com
SupPorter,supporterinc.com,https://twitter.com/supporterinc,https://supporterinc.com/signup/contact_us,,Inman Porter,https://twitter.com/inmanporter,
SuredBits,suredbits.com,https://twitter.com/suredbits,,support@suredbits.com,Chris Stewart,,
SureRemit,sureremit.co,https://twitter.com/sureremit,,info@sureremit.co,,,
Swarm,swarm.me,,,hello@swarm.me,,,
Swarm Corp,swarm.fund,https://twitter.com/theswarmfund,,support@swarm.fund,Philipp Pieper,https://twitter.com/philipppieper,
Swisstok,swisstok.io,https://twitter.com/swisstok,,info@swisstok.com,Ian Stolyar,,
Symbiont,symbiont.io,https://twitter.com/symbiontio,https://symbiont.io/contact/,,Caitlin Long,https://twitter.com/caitlinlong_,caitlin.long@symbiont.io
SyncFab,syncfab.com,http://www.twitter.com/syncfab,https://syncfab.com/contact,contact@syncfab.com,Jeremy Goodwin,,jeremy@syncfab.com
Synereo,synereo.com,https://twitter.com/synereo,https://www.synereo.com/contactus/,hello@synereo.com,Dor Konforty,https://twitter.com/dorkonforty,dor@synereo.com
Syscoin,syscoin.org,http://twitter.com/syscoin,,info@syscoin.org,Sebastian Schepis,https://twitter.com/sebschepis,
TabTrader,tab-trader.com,https://twitter.com/tabtraderbtc,,info@tab-trader.com,Kirill Suslov,,kirill@tab-trader.com
Taheri Exchange,taheriexchange.com,https://twitter.com/exchangecurreny,http://taheriexchange.com/contact/,service@taheriexchange.com,,,
